V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Name R3,Name R2,Name R1,Name B3,Name B2,Name B1,ResponseID,worktimeArray,tasktime,offTask,onTask,totalOnTask,totalOffTask,pageNo,perPagePT,ConsentForm,Consent,Q337,Gender,Gender_TEXT,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Race_7_TEXT,PixStatement,Q375,B1,B1_1,B1_2,B1_3,B1_4,B2,B2_1,B2_2,B2_3,B2_4,B3,B3_1,B3_2,B3_3,B3_4,TimerBlackInvis_1,TimerBlackInvis_2,TimerBlackInvis_3,TimerBlackInvis_4,BlackInvisibility_1,BlackInvisibility_2,BlackInvisibility_3,BlackInvisibility_4,BlackInvisibility_5,BlackInvisibility_6,BlackInvisibility_7,BlackInvisibility_8,TimerBlkConInvis_1,TimerBlkConInvis_2,TimerBlkConInvis_3,TimerBlkConInvis_4,BlkContemporaryInvis_1,BlkContemporaryInvis_2,BlkContemporaryInvis_3,BlkContemporaryInvis_4,BlkContemporaryInvis_5,BlkContemporaryInvis_6,TimerBlkRaceMini_1,TimerBlkRaceMini_2,TimerBlkRaceMini_3,TimerBlkRaceMini_4,BlkRacismMini_1,BlkRacismMini_2,BlkRacismMini_3,BlkRacismMini_4,BlkRacismMini_5,BlkRacismMini_6,BlkRacismMini_7,BlkRacismMini_8,BlkRacismMini_9,BlkRacismMini_10,TimerGovRep_1,TimerGovRep_2,TimerGovRep_3,TimerGovRep_4,BlkGovtRep_1,BlkGovtRep_2,BlkGovtRep_3,BlkGovtRep_4,BlkGovtRep_5,BlkGovtRep_6,BlkGovtRep_7,BlkGovtRep_8,BlkGovtRep_9,Q353,R1,R1_1,R1_2,R1_3,R1_4,R2,R2_1,R2_2,R2_3,R2_4,R3,R3_1,R3_2,R3_3,R3_4,TimerInvis_1,TimerInvis_2,TimerInvis_3,TimerInvis_4,NtvInvisibility_1,NtvInvisibility_2,NtvInvisibility_3,NtvInvisibility_4,NtvInvisibility_5,NtvInvisibility_6,NtvInvisibility_7,NtvInvisibility_8,TimerContempInvis_1,TimerContempInvis_2,TimerContempInvis_3,TimerContempInvis_4,NtvContemporaryInvis_1,NtvContemporaryInvis_2,NtvContemporaryInvis_3,NtvContemporaryInvis_4,NtvContemporaryInvis_5,NtvContemporaryInvis_6,TimerNtvRaceMini_1,TimerNtvRaceMini_2,TimerNtvRaceMini_3,TimerNtvRaceMini_4,NtvRacismMini_1,NtvRacismMini_2,NtvRacismMini_3,NtvRacismMini_4,NtvRacismMini_5,NtvRacismMini_6,NtvRacismMini_7,NtvRacismMini_8,NtvRacismMini_9,NtvRacismMini_10,TimerNGoveRep_1,TimerNGoveRep_2,TimerNGoveRep_3,TimerNGoveRep_4,NtvGovtRep_1,NtvGovtRep_2,NtvGovtRep_3,NtvGovtRep_4,NtvGovtRep_5,NtvGovtRep_6,NtvGovtRep_7,NtvGovtRep_8,NtvGovtRep_9,RFCommon,RFMediaCoverage,BFCommon,BFMediaCoverage,RFImportant,BFImportant,OE_Respond,SES,BorninUS,Q107,BornWhere,MovedtoUSAge,LongestState,LengthState,FatherUSBorn,MotherUSBorn,PrimaryCaretaker,PrimaryCaretaker_TEXT,PrimaryEd,SecondCaretaker,SecondCaretaker_TEXT,SecondEdu,Age,Religion,Religion_TEXT,Religiosity,LibCon,Q176,Debrief,MTurkCode,DO-BR-FL_466,DO-BR-FL_463,DO-BR-FL_459,DO-BR-FL_455,DO-BR-FL_451,DO-BR-FL_443,DO-BR-FL_285,DO-BR-FL_290,DO-BR-FL_376,DO-BR-FL_391,DO-BR-FL_401,DO-BR-FL_306,DO-BR-FL_381,DO-BR-FL_409,DO-BR-FL_415,DO-BR-FL_419,DO-BR-FL_428,DO-BR-FL_434,DO-BR-FL_439,DO-BL-Commonality,DO-BL-Importance,DO-Q-NtvInvisibility1,DO-Q-BlackInvis1,DO-Q-NtvRaceMini,DO-Q-BlkRaceMini,DO-Q-NtvInvisibility2,DO-Q-BlackInvis2,DO-Q-BlkGovRep,DO-Q-NtvGovRep,LocationLatitude,LocationLongitude,LocationAccuracy
R_3CC1F3BflOMquGg,Default Response Set,Anonymous,,,208.64.115.8,0,4/30/2019 12:06,4/30/2019 12:15,1,Greg,Anne,Allison,Todd,Emily,Wyatt,R_3CC1F3BflOMquGg,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,7,1,2,7,3,7,1,1,7,1,7,27.714,52.204,52.975,9,3,2,2,2,3,2,2,1,3.994,25.375,26.949,10,1,7,1,2,5,4,8.714,35.541,36.391,15,2,6,2,6,7,7,7,2,1,2,14.655,44.791,46.01,15,2,3,3,6,2,3,2,3,6,1,1,1,5,1,6,1,2,5,2,6,1,1,6,1,6,2.364,19.141,21.356,10,3,2,1,1,1,1,1,1,3.343,19.219,19.774,10,4,2,1,7,7,6,11.667,56.896,57.594,13,1,7,1,7,7,7,4,2,1,5,3.898,37.849,38.941,12,2,5,2,7,2,6,7,5,7,4,1,5,5,6,6,Redface is more accepted because of Sports Mascots,3,1,,,,,,1,1,1,,3,3,,3,35,1,,1,6,,1,1,FL_467,FL_465,FL_461,FL_456,FL_454,FL_444,FL_288,B2|B3|B1,Black Gov Rep|Black Minimization,R1|R2|R3,Native Gov Rep|Native Minimization,,,,,,,,,RFMediaCoverage|BFCommon|RFCommon|BFMediaCoverage,BFImportant|RFImportant,5|7|6|4|8|3|2|1,6|3|5|8|7|2|4|1,4|9|3|6|5|1|8|7|2|10,9|7|3|4|2|10|1|8|6|5,4|5|2|3|1|6,3|4|1|2|5|6,8|9|3|6|4|1|2|5|7,2|7|6|8|1|9|5|4|3,42.48280334,-71.09780121,-1
R_29ttxJWUM4vOUVw,Default Response Set,Anonymous,,,63.225.175.29,0,4/30/2019 12:08,4/30/2019 12:15,1,Sarah,Mathew,Allison,Todd,Connor,Wyatt,R_29ttxJWUM4vOUVw,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,7,7,7,1,1,7,7,7,1,1,7,1,7,1,5.128,24.002,24.898,9,5,1,1,5,5,1,1,1,4.294,18.975,19.793,7,7,1,7,1,1,7,3.595,27.095,28.432,10,7,1,7,1,1,1,1,7,7,7,3.4,25.612,26.616,10,7,7,7,1,7,7,1,7,1,1,1,7,7,7,7,1,7,7,7,7,1,7,7,7,7,3.766,10.306,12.381,8,1,1,1,1,1,1,1,1,3.363,17.467,18.355,6,3,7,3,4,7,7,2.607,21.943,22.84,10,7,1,7,1,1,1,1,7,7,7,3.298,18.284,19.049,9,7,7,7,1,7,7,1,7,1,2,1,2,5,1,1,No,4,1,1,N/A,N/A,Washington,24,1,1,1,,5,3,,4,24,1,,1,1,Thank you.,1,1,FL_468,FL_464,FL_461,FL_456,FL_453,FL_444,FL_288,B3|B2|B1,Black Gov Rep|Black Minimization,R3|R2|R1,Native Gov Rep|Native Minimization,,,,,,,,,BFCommon|RFMediaCoverage|RFCommon|BFMediaCoverage,BFImportant|RFImportant,5|7|2|8|3|4|1|6,3|1|4|7|5|6|8|2,2|6|4|5|10|9|3|1|8|7,5|8|1|7|3|6|9|4|10|2,4|2|5|1|3|6,3|5|4|2|1|6,3|9|4|5|1|7|8|6|2,7|6|4|9|1|2|8|5|3,47.74229431,-122.6277008,-1
R_3qPvScPDz1yFJCO,Default Response Set,Anonymous,,,72.201.236.176,0,4/30/2019 12:06,4/30/2019 12:15,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_3qPvScPDz1yFJCO,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,6,1,4,4,4,4,1,1,7,1,7,4.84,23.598,24.629,8,3,1,1,3,2,1,2,1,6.861,14.935,15.577,8,1,7,1,1,4,2,3.878,23.608,24.334,13,1,7,1,7,7,7,7,1,1,1,4.376,22.613,23.908,11,1,1,1,7,1,1,7,2,7,1,1,1,7,1,7,1,4,4,4,4,1,1,7,1,7,3.392,15.643,16.989,9,2,1,1,1,1,1,1,1,3.986,20.307,22.042,8,1,7,1,1,7,4,1.85,16.035,17.129,13,1,7,1,7,7,7,7,1,1,1,2.242,14.051,14.753,12,1,1,1,7,1,1,7,2,7,2,1,2,2,7,7,"I don't think so. I think both are considered to be unacceptable and are viewed as racist. Though I do feel that blackface is more common than redface, because there not as many Native Americans in society as blacks. ",3,1,1,,,Arizona,26,1,1,1,,2,3,,2,26,1,,1,7,"Thank you for the survey. I accidentally clicked on the option stating that I live in the U.S. but am not a citizen. I wasn't able to unclick it, and I apologize for the mistake. ",1,1,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,FL_288,B1|B3|B2,Black Gov Rep|Black Minimization,R2|R3|R1,Native Minimization|Native Gov Rep,,,,,,,,,RFCommon|RFMediaCoverage|BFCommon|BFMediaCoverage,RFImportant|BFImportant,1|4|8|5|2|7|3|6,7|4|8|2|6|1|3|5,3|6|8|4|9|2|1|10|7|5,1|7|10|6|5|4|9|2|3|8,5|2|1|3|4|6,5|1|4|3|2|6,2|7|5|1|4|9|8|6|3,8|3|6|5|1|9|2|7|4,33.39810181,-111.7850037,-1
R_1mWb394IuwLulZt,Default Response Set,Anonymous,,,73.200.199.124,0,4/30/2019 12:15,4/30/2019 12:15,1,Greg,Mathew,Allison,Claire,Emily,Wyatt,R_1mWb394IuwLulZt,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_461,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,38.99650574,-76.93399811,-1
R_3meGYQuIawbEUpQ,Default Response Set,Anonymous,,,173.167.78.113,0,4/30/2019 12:05,4/30/2019 12:15,1,Greg,Anne,Allison,Claire,Emily,Wyatt,R_3meGYQuIawbEUpQ,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,3,5,1,2,7,2,5,1,1,7,1,6,5.441,36.642,37.275,9,3,2,1,4,1,1,3,3,3.553,21.842,22.562,6,1,7,1,1,1,3,3.907,38.707,39.435,10,3,4,3,5,6,7,5,1,1,2,4.295,61.639,62.247,9,2,1,2,6,2,2,6,5,5,1,1,2,5,3,4,1,3,5,3,4,1,1,5,1,6,5.975,25.959,26.752,8,2,2,1,2,1,1,3,3,4.026,21.923,22.491,7,5,3,2,2,5,5,3.431,37.664,38.265,10,4,5,4,5,5,6,2,3,3,4,3.549,29.853,30.569,9,3,2,4,6,2,3,2,3,4,3,2,4,3,6,7,I think Blackface is more negatively looked upon but that is mostly because there are more African Americans than Native Americans in the US at this point. ,4,1,1,,,Pennsylvania,33,1,1,1,,4,7,,2,34,1,,1,6,,1,1,FL_467,FL_465,FL_461,FL_457,FL_454,FL_444,FL_288,B2|B3|B1,Black Gov Rep|Black Minimization,R3|R1|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFMediaCoverage|BFMediaCoverage|BFCommon|RFCommon,RFImportant|BFImportant,5|8|2|4|3|6|1|7,2|7|4|5|1|6|8|3,4|9|10|2|1|7|3|6|8|5,4|3|1|8|7|9|6|2|5|10,3|5|1|4|2|6,5|2|4|3|1|6,4|1|5|2|7|6|3|8|9,7|5|2|8|4|9|3|6|1,40.79570007,-77.86180115,-1
R_2ZBLnPScsMdpgpm,Default Response Set,Anonymous,,,216.79.144.151,0,4/30/2019 12:09,4/30/2019 12:15,1,Sarah,Mathew,Allison,Claire,Connor,Wyatt,R_2ZBLnPScsMdpgpm,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,4,5,2,3,1,3,1,5,6,1,2,2,5,6,1.164,6.476,7.517,8,3,1,4,4,3,3,2,2,1.503,4.466,5.473,6,4,1,4,2,3,4,1.3,8.63,9.618,10,4,4,3,4,7,3,7,4,3,1,16.093,23.184,24.77,9,2,1,2,3,6,3,4,7,5,,1,2,1,5,6,1,2,5,2,6,1,4,5,2,4,2.945,8.406,9.011,8,4,3,1,5,2,5,5,3,1.188,4.708,5.173,7,6,3,2,3,5,5,1.093,8.03,8.775,11,5,3,6,4,5,3,3,5,3,5,1.741,7.474,8.117,9,3,2,5,5,5,3,6,3,5,3,1,2,3,3,5,because culturally they believe it to be different ,3,1,1,NA,NA,Mississippi,20,1,1,1,,4,1,,4,29,3,,3,3,The test was easy to understand. ,1,1,FL_468,FL_464,FL_461,FL_457,FL_453,FL_444,FL_418,,,,,,,,,R3|R1|B1|B2|R2|B3,FL_430|FL_429,Native Minimization|Native Gov Rep,Black Minimization|Black Gov Rep,RFCommon|BFCommon|BFMediaCoverage|RFMediaCoverage,BFImportant|RFImportant,4|8|3|1|2|5|7|6,7|2|1|6|5|8|4|3,3|10|8|2|6|9|1|5|4|7,5|9|10|3|1|8|6|2|4|7,2|3|1|5|4|6,2|5|3|1|4|6,5|4|3|2|9|7|6|1|8,7|6|9|2|4|3|8|1|5,30.76690674,-89.13999939,-1
R_2arEBwyk26bTiCM,Default Response Set,Anonymous,,,69.243.167.94,0,4/30/2019 12:09,4/30/2019 12:15,1,Sarah,Mathew,Allison,Claire,Connor,Wyatt,R_2arEBwyk26bTiCM,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,2,6,2,6,1,2,6,2,6,1,2,6,2,6,3.326,20.206,20.965,10,3,1,1,3,3,2,3,2,10.768,22.497,22.822,7,1,7,1,2,2,3,2.366,25.079,25.985,11,5,3,5,3,3,2,4,4,5,4,2.989,25.381,26.11,11,4,4,5,3,4,5,3,5,3,1,1,2,6,2,5,1,2,6,2,5,1,2,6,2,5,5.668,20.363,21.13,8,2,1,1,2,2,1,2,2,2.94,12.819,13.192,7,4,4,4,5,5,5,2.744,30.193,30.777,12,5,3,5,4,3,3,3,4,5,5,2.541,26.631,26.925,11,5,5,5,3,4,4,3,5,3,2,2,3,3,5,5,No,5,1,1,n/a,n/a,Indiana,36,1,1,1,,3,3,,4,36,2,,3,2,n/a,1,1,FL_468,FL_464,FL_461,FL_457,FL_453,FL_444,FL_304,,,,,R1|R3|R2,Native Minimization|Native Gov Rep,B3|B2|B1,Black Gov Rep|Black Minimization,,,,,BFCommon|BFMediaCoverage|RFCommon|RFMediaCoverage,BFImportant|RFImportant,1|4|2|3|7|5|8|6,7|5|8|4|6|1|3|2,4|8|1|7|2|9|5|6|10|3,6|3|5|2|7|9|10|8|1|4,4|5|3|2|1|6,1|2|4|3|5|6,1|3|5|6|8|2|4|7|9,4|6|9|3|1|5|8|2|7,39.86849976,-85.96900177,-1
R_22zZZ0nGilYJDAq,Default Response Set,Anonymous,,,50.249.6.57,0,4/30/2019 12:15,4/30/2019 12:15,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_22zZZ0nGilYJDAq,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,39.28419495,-76.69180298,-1
R_2vjIfSmJk5uaGw0,Default Response Set,Anonymous,,,69.18.243.46,0,4/30/2019 12:14,4/30/2019 12:15,1,Greg,Anne,Allison,Todd,Emily,Wyatt,R_2vjIfSmJk5uaGw0,,,,,,,,,1,1,1,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_456,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,38.93710327,-97.20629883,-1
R_2VDqCKDDuSMmFRF,Default Response Set,Anonymous,,,68.7.156.249,0,4/30/2019 12:12,4/30/2019 12:15,1,Greg,Mathew,Allison,Todd,Emily,Wyatt,R_2VDqCKDDuSMmFRF,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_461,FL_456,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,33.16610718,-117.0932007,-1
R_aVSwslJbIB9lfGN,Default Response Set,Anonymous,,,174.203.13.158,0,4/30/2019 12:05,4/30/2019 12:15,1,Greg,Anne,Brett,Claire,Connor,Wyatt,R_aVSwslJbIB9lfGN,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,7,1,1,7,1,7,2.063,44.462,45.144,28,2,2,2,3,3,2,2,2,1.354,21.824,22.512,20,2,6,2,2,2,2,1.382,35.816,35.862,36,5,3,3,5,5,2,6,3,5,3,1.121,52.689,53.421,36,7,6,6,2,6,6,1,6,2,1,1,2,6,2,6,1,2,6,2,6,1,2,6,2,6,1.187,21.974,22.016,24,2,2,2,2,2,3,2,2,1.24,17.189,18.035,23,5,2,5,5,6,6,1.36,74.732,74.791,44,5,3,3,4,5,5,3,5,3,3,2.362,37.046,37.661,35,7,7,7,1,7,7,1,7,3,2,1,3,3,3,3,I think racial tensions are higher between African Americans and Caucasian Americans so people are overreacting to blackface right now.,6,1,1,NA,NA,New York,31,1,1,1,,3,3,,3,31,1,,1,4,None.,1,1,FL_467,FL_465,FL_460,FL_457,FL_453,FL_444,FL_288,B3|B2|B1,Black Gov Rep|Black Minimization,R1|R3|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFMediaCoverage|BFMediaCoverage|RFCommon|BFCommon,RFImportant|BFImportant,2|6|5|7|3|4|1|8,6|8|5|2|7|4|3|1,4|2|8|9|10|5|6|3|1|7,5|8|4|3|7|1|2|6|9|10,4|2|1|5|3|6,4|2|5|3|1|6,3|4|8|2|6|7|5|9|1,1|3|7|4|2|8|9|6|5,40.78100586,-73.95010376,-1
R_2QxFvPSefTasme8,Default Response Set,Anonymous,,,173.219.172.130,0,4/30/2019 12:15,4/30/2019 12:15,1,Sarah,Mathew,Brett,Claire,Emily,Wyatt,R_2QxFvPSefTasme8,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,33.13450623,-95.59220123,-1
R_2OUOHAmNOWOM1za,Default Response Set,Anonymous,,,174.74.33.254,0,4/30/2019 12:15,4/30/2019 12:15,1,Greg,Mathew,Brett,Claire,Emily,Wyatt,R_2OUOHAmNOWOM1za,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,41.2131958,-96.16680145,-1
R_OIiXoFnu4Nwbajn,Default Response Set,Anonymous,,,73.140.210.86,0,4/30/2019 12:05,4/30/2019 12:15,1,Greg,Mathew,Brett,Todd,Connor,Kristen,R_OIiXoFnu4Nwbajn,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,7,1,1,5,1,7,8.866,42.018,42.702,8,2,2,2,4,3,3,3,3,6.733,21.524,22.272,6,1,7,1,2,1,3,3.243,31.548,32.596,10,2,6,2,6,7,5,7,1,1,1,5.852,36.122,36.97,9,2,2,1,5,3,1,4,2,6,,1,1,7,1,7,1,1,6,1,7,1,1,6,1,7,7.988,35.105,35.619,10,2,4,3,2,1,2,2,3,4.569,17.665,18.348,6,1,7,2,6,6,4,4.358,34.165,34.849,12,2,7,1,7,7,7,7,1,1,1,3.507,26.849,27.684,9,1,2,1,6,1,1,6,1,7,2,2,5,5,7,6,"Native Americans aren't so vocal or organized with their criticism of inherent racism like ""redface,"" than African-Americans have been to cut down the instances of ""blackface."" Also I think because of the lack of criticism over ""redface"" non-native Americans don't think it's wrong or racist.",4,1,1,,,Washington,26,1,1,1,,6,3,,6,26,1,,1,4,,1,1,FL_467,FL_464,FL_460,FL_456,FL_453,FL_445,FL_418,,,,,,,,,B1|B2|R2|R3|B3|R1,FL_430|FL_429,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,RFMediaCoverage|RFCommon|BFCommon|BFMediaCoverage,BFImportant|RFImportant,7|3|8|5|2|1|4|6,7|6|4|5|1|8|3|2,1|8|2|4|6|5|3|10|9|7,8|5|7|1|4|9|2|6|10|3,1|2|5|4|3|6,4|2|5|3|1|6,9|8|1|5|2|4|6|3|7,1|2|7|6|9|8|5|4|3,47.16769409,-122.5023956,-1
R_3F5mfTu7Qyxyyue,Default Response Set,Anonymous,,,184.223.115.228,0,4/30/2019 12:15,4/30/2019 12:15,1,Sarah,Mathew,Allison,Todd,Connor,Kristen,R_3F5mfTu7Qyxyyue,,,,,,,,,1,1,1,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,44.91520691,-93.32219696,-1
R_114QAN7C0mZf3vB,Default Response Set,Anonymous,,,73.200.199.124,0,4/30/2019 12:15,4/30/2019 12:16,1,Sarah,Anne,Brett,Claire,Emily,Wyatt,R_114QAN7C0mZf3vB,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,38.99650574,-76.93399811,-1
R_22LImp1eLmG4RuD,Default Response Set,Anonymous,,,64.107.2.123,0,4/30/2019 12:15,4/30/2019 12:16,1,Greg,Mathew,Brett,Todd,Emily,Kristen,R_22LImp1eLmG4RuD,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,41.95550537,-87.66130066,-1
R_9QvesFXppRPhXrz,Default Response Set,Anonymous,,,107.185.228.57,0,4/30/2019 12:15,4/30/2019 12:16,1,Sarah,Anne,Allison,Todd,Connor,Wyatt,R_9QvesFXppRPhXrz,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_456,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,33.82420349,-118.2680054,-1
R_3PN8BV65PrzDlyB,Default Response Set,Anonymous,,,69.117.86.134,0,4/30/2019 12:15,4/30/2019 12:16,1,Greg,Mathew,Allison,Claire,Connor,Kristen,R_3PN8BV65PrzDlyB,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_461,FL_457,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,40.63720703,-73.90370178,-1
R_2S3wZGzG3UwAUhp,Default Response Set,Anonymous,,,98.220.100.179,8,4/30/2019 12:15,4/30/2019 12:16,1,Greg,Mathew,Brett,Claire,Emily,Kristen,R_2S3wZGzG3UwAUhp,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,41.87330627,-88.11630249,-1
R_3I4YJG86z8kmEVq,Default Response Set,Anonymous,,,107.77.202.47,0,4/30/2019 12:04,4/30/2019 12:16,1,Sarah,Anne,Brett,Claire,Emily,Wyatt,R_3I4YJG86z8kmEVq,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,3,5,3,4,1,6,5,4,5,1,5,4,4,5,5.015,22.521,23.393,13,4,3,4,3,3,2,2,4,0.865,7.534,8.918,12,5,4,4,5,5,5,1.369,8.679,9.682,13,6,3,5,5,6,6,3,6,5,4,5.851,13.515,14.084,13,5,5,4,4,5,4,4,5,4,1,1,5,4,4,5,1,3,6,6,5,1,4,5,5,6,0.945,39.697,40.636,11,4,3,3,2,3,3,3,4,0.854,4.986,5.845,8,5,4,4,6,5,4,36.185,44.9,45.713,14,4,5,5,4,5,3,4,5,6,4,7.472,16.591,17.083,14,4,7,4,3,4,5,4,5,4,2,2,2,1,3,4,no,4,1,,,,PA,24,1,1,1,,4,3,,2,28,2,,4,4,,1,1,FL_468,FL_465,FL_460,FL_457,FL_454,FL_444,FL_288,B2|B3|B1,Black Gov Rep|Black Minimization,R2|R1|R3,Native Gov Rep|Native Minimization,,,,,,,,,RFCommon|RFMediaCoverage|BFCommon|BFMediaCoverage,BFImportant|RFImportant,7|8|6|2|4|5|1|3,1|6|5|3|8|2|7|4,4|8|3|7|6|2|10|1|9|5,3|6|1|7|4|5|10|8|9|2,2|1|4|5|3|6,1|5|2|4|3|6,5|6|9|8|7|2|3|1|4,3|2|6|4|5|8|9|1|7,38.95700073,-76.91439819,-1
